text,label,topic,intent,emotion,style,structure,archetype,capslock,emoji_usage,typos,profanity,punctuation,prompt_type
"Ну конечно, держите себя не обвинемлимо м стальным счастием ладно сделай уже вид.. чт ты занять сильнее дела а артишо требует себе сорви голову, што-ли...",negative,short_reaction,joke,aggressive,normal_conversational,single_sentence,horny_flirty_post,none,none,clean,none,ellipsis_heavy,latent_config
"Ну вот.. снова всё в ноль... говорил же, что любит, а сам тупо исчез как мужик без обьяснений... я сидела как дура у окна, жавдули пока он допишет. Норм? да ваще нет...",negative,relationships,storytelling,dramatic,internet_slang,multi_sentence,relationship_wall_post,none,none,light_typos,none,ellipsis_heavy,latent_config
"Сегодня опять м.,каюсь: к чему вся эта ваша блядская «глубина», если внутри всё равно пусто. Можно орать на концерте, рвать голос, абдать пироном смысл жизни, а потом ехать домой и понимать, что ни хуя неясно. И от этого как-то особенно тошно.",negative,philosophical,discussion,negative,old_vk_wall_post,long_paragraph,concert_hype,none,none,clean,heavy,normal,latent_config
"ну да, флиртанула как могла, а вышло конкретное кринж днный",negative,short_reaction,joke,aggressive,internet_slang,single_sentence,horny_flirty_post,none,none,light_typos,none,normal,latent_config
"Вчера весь вечер на концерте пыталась видимости сделать, что мне норм. Танцевала как дурa, а сама всё +иж гнала ему смс и стирала обратно. Домой приехала — тишина такая, што аж в висках стукнуло. Ныозможно так скучать по человеку, который уже будто не мой.",negative,relationships,storytelling,melancholic,messy_emotional,multi_sentence,concert_hype,none,none,light_typos,none,normal,latent_config
утро как обычно сломало вообще все не поняла зачем я встала если уже опоздала и чай опять остыл слишком быстро,negative,daily_life,observation,mixed,shitpost,very_short,capslock_emotional_breakdown,none,none,clean,none,normal,latent_config
"2:17 ночи, а я опять завис на твоей странице. Смешно, как один человек может так выводить из себя... хотел написать умную хрень, а в итоге только одно честное: мне от тебя дурно и безумно тянет.",negative,relationships,confession,dramatic,late_night_post,fragmented_stream,horny_flirty_post,none,none,clean,none,normal,latent_config
"Перепостнул старую запись и смешно стало... тогда это казалось любовью, а сейчас просто тихо мерзко и пусто. Самое противное не в разрыве, а в том, как долго потом делаешь вид, что все нормально!!!",negative,relationships,storytelling,melancholic,messy_emotional,multi_sentence,repost_with_commentary,none,none,clean,none,repeated_exclamations,latent_config
"странно все это... вроде и пиш1шь человеку, а в ответ тишина. начал уже думать, что я сам себе напридумывал эту взаимнуюй флирт. обьяснья другие ни к чему, просто осадок неприятный остался.",negative,discussion,reflection,mixed,normal_conversational,multi_sentence,horny_flirty_post,none,none,light_typos,none,normal,latent_config
"опять не спится, сижу наброски листаю удалял их пачками весь вечер и всё равно жалко тема уже вроде умерла а я в ней застрял((( странно как огдай открыть старое вышло хуже чем я помню",negative,creative,confession,melancholic,late_night_post,long_paragraph,random_life_fragment,none,none,light_typos,none,normal,latent_config
"Иногда мне правда кажется, что я просто мешаю тебе жить...Странно, да? вчера еще ждал сообщения, а сегодня уже держусь как будто ничего и не было. ага. ну такое.",negative,relationships,confession,melancholic,messy_emotional,multi_sentence,random_life_fragment,light,light,clean,none,chaotic,latent_config
"ну да конечно, опять этот цирк... сломать мозг и седненых бы дебилоа наградить!!!",negative,short_reaction,joke,aggressive,messy_emotional,very_short,edgy_teen_post,none,none,light_typos,none,repeated_exclamations,latent_config
"не знаю... странно всё вышло... разговаривали нормально, а потом тишина опять... и вроде мне всё равно, но почему-то так мерзко внутри... можно же было просто сказать, без этих исчезновений...",negative,other,discussion,mixed,late_night_post,fragmented_stream,relationship_wall_post,none,none,clean,none,ellipsis_heavy,latent_config
"ха, ну вы конечно шутники ах orево больнее чем моя самооценка по веснам
я вроде млчный котик, а стала мемом на один вечер
кто б собрал меня обратно — в обмен на кофе и пару объятий",negative,humor,reaction,mixed,internet_slang,poem_like,horny_flirty_post,none,none,light_typos,none,normal,latent_config
"Репостнул это... и что-то прям подстуoкло... вроде день как день, а внутри ваще пусто... пришёл домой, учеба выбесила, дома опять тишина+skandal в голове.... ну короче чем дальше, тем хуже...",negative,daily_life,storytelling,mixed,repost_commentary,multi_sentence,edgy_teen_post,none,none,light_typos,none,ellipsis_heavy,latent_config
"Я БЫЛА УВЕРЕНА, ЧТО ЭТО ВСЕ ЕЩЕ МОЁ… А ОКАЗАЛОСЬ — СНОВА ПРОСТО УДОБНАЯ. МОЛЧАТЬ, ЖДАТЬ, ВЕРИТЬ И ДО КОНЦА ДЕЛАТЬ ВИД, ЧТО ВСЕ НОРМ… СМЕШНО.",negative,relationships,storytelling,dramatic,messy_emotional,fragmented_stream,edgy_teen_post,heavy,none,clean,none,normal,latent_config
"ночью крутил ту песню, и снова ты в каждом аккорде... голос дрожит, как будто я сам разбит. а у тебя, бущто, нет сердца — только улыбка для всех. напился чуть и понял: мне невыносимо невезет любить так.",negative,music,storytelling,dramatic,drunk_post,poem_like,horny_flirty_post,none,none,light_typos,none,normal,latent_config
"вот странно... вечером опять шел домой один и думал, что у города есть свой запах пустоты... фонари дрожат, дворы молчат, а внутри как будто тоже все выключили... выпил чуть больше чем надо и стало еще честнее от этого его почти нелегкая правда...",negative,daily_life,storytelling,mixed,poetic,long_paragraph,drunk_existential_post,none,none,clean,none,ellipsis_heavy,latent_config
"Сижу опять на «radiohead» и думаю, почему сердце всё время ищет смысл там, где только тиха боль, будто мы правда живём не для счасья, а чтобы его бессильно переслушивать.",negative,philosophical,discussion,mixed,dramatic_prose,single_sentence,music_obsession_post,none,none,light_typos,none,normal,latent_config
"ну вот опять... все эти добренькие ват откладки, лезут с тупыми советами и учат жить... вчера прям вынесли.... бесят нереально, слов нет уже",negative,toxicity,complaint,aggressive,messy_emotional,long_paragraph,random_life_fragment,light,none,light_typos,none,ellipsis_heavy,latent_config
"Смотрю я на всё это и просто не понимаю, за что так ... новости одна хуже другой, голова уже не вывозит. Пыталась спокойно обсудить, а вышло только ещё хуже. Настроение в ноль.",negative,discussion,discussion,mixed,normal_conversational,multi_sentence,capslock_emotional_breakdown,none,none,clean,none,normal,latent_config
"Странно, как быстро становится пусто в диалогах, где ещё вчера было все живое. Сегодня перечитала наши переписки и поняла, что правда уже давно ушла оттуда раньше меня. Наверное, это и есть самый обидный конец — когда ничего не кричит, просто тихо прячется.",negative,relationships,storytelling,melancholic,normal_conversational,multi_sentence,relationship_wall_post,none,none,clean,none,normal,latent_config
"Репостнул потому что достало уже это «А давайте спокойно обсудим». Может, хватит делать вид, что всем интересно терпеть эту показуху? Каждый раз одно и то же — разговоры есть, толку нет. Прям выбешивает.",negative,discussion,reflection,aggressive,normal_conversational,multi_sentence,repost_with_commentary,none,none,clean,none,normal,latent_config
"Ночью опять понял: людей больше всего бесит не правда, а когда ты перестаёшь играть в их удобные смыслы. Все такие умные в комментариях, пока не тронешь их лицемерие. Страшно даже не то, как дешево всем раздаётся мораль, а как яростно они лезут защищать свою пустоту.",negative,philosophical,reflection,aggressive,late_night_post,long_paragraph,aggressive_comment_war,none,none,clean,none,normal,latent_config
"концерт был просто провал, звук в грязь, весь кайф убили",negative,short_reaction,reaction,aggressive,shitpost,very_short,concert_hype,none,none,clean,none,normal,latent_config
"репостнул, потому что это прям про мой день. утром автобус опять не приехал, потом на работе аж все из рук валится. вроде и смешно уже, но больше реально бесит — день еще не начался, а сил ноль.",negative,daily_life,complaint,mixed,internet_slang,multi_sentence,repost_with_commentary,none,none,clean,none,normal,latent_config
"Сидел на кухне долго, и вдруг стало понятно, что все наши разговоры про смысл — это просто шум в пустой комнате. Живём как будто понарошку, а потом удивляемся, почему внутри так холодно. Не знаю.",negative,philosophical,discussion,melancholic,drunk_post,multi_sentence,random_life_fragment,none,none,clean,none,normal,latent_config
"Опять эта песня крутится в бошке, как ржавый гвоздь под ребрами... Нервы уже не держут, будто весь вечер кто-то рвет струны внутри и ты вставить на завтра нормальную голову вообще не можешь. Проклятый трек.",negative,other,reaction,aggressive,poetic,long_paragraph,music_obsession_post,none,none,light_typos,none,normal,latent_config
ну да... опять это все через одно место... сил уже нет,negative,short_reaction,reaction,aggressive,internet_slang,very_short,random_life_fragment,none,none,clean,none,ellipsis_heavy,latent_config
"Переслал очередной «ржачный» статус... и снова думаю, почему смешно не хочется вообще. День как мем без конца, телефон завис, чай остыл, а я зачем-то все ещё сижу 😀",negative,humor,shitpost,mixed,repost_commentary,long_paragraph,random_life_fragment,none,light,clean,none,ellipsis_heavy,latent_config
"Шёл сегодня домой и вдруг понл, как глупо я всё время путал привычку с любовью. Обидно даже не за неё, а за себя — сидел в этих отношениях как в каком-то тумане и сам же его кормил. Пачти смешно.",negative,relationships,reflection,dramatic,normal_conversational,multi_sentence,drunk_existential_post,none,none,light_typos,none,normal,latent_config
"Сегодня опять наткнулась на repost про то, что если молчат... значит больше не надо. Грязно как-то это всё звучит, но похоже правда. Самое странное, что уже и злишся меньше... просто пусто. И вроде привыкла быть адна, а почему тогда так тяжело",negative,relationships,reflection,melancholic,normal_conversational,multi_sentence,repost_with_commentary,none,none,light_typos,none,ellipsis_heavy,latent_config
"Опят всё как всегда, только читаешь грязь в комментах и прям внутри всё тухнет. Хотел поделится фото, а осталгос чувство, будто вокруг одни злыe люди. Пауза бы от всего нeмешала.",negative,toxicity,reaction,negative,normal_conversational,poem_like,random_life_fragment,none,none,light_typos,none,normal,latent_config
"третий ночи... и опять вся эта хуйня лезет в голову... как ты тогда просто исчезла, будто меня и не было... смешно, блядь, сколько лет прошло, а до сих пор прожигает где-то под ребрами... особенно когда на старые фотки натыкаюсь...",negative,relationships,reflection,melancholic,late_night_post,fragmented_stream,nostalgic_memory_post,none,none,clean,heavy,ellipsis_heavy,latent_config
"Иногда тишина между двумя людьми звучит громче любой музыки. И понимаешь — слабость не в том, что ты любил, а в том, что отпустило слишком поздно. Пусто без тебя.",negative,philosophical,reflection,dramatic,music_status_core,poem_like,relationship_wall_post,none,none,clean,none,normal,latent_config
"Эх, раньше мы в ВК хотя бы страницу от души вести умели, а не этот бестолковый цирк с тупыми музло-плейлистами — бесит аж до зубовного скрежета.",negative,short_reaction,joke,aggressive,messy_emotional,single_sentence,nostalgic_memory_post,none,none,clean,light,normal,latent_config
"и опять ловлю себя на глупом: смысл — когда рядом ты или хотя бы чей-то лживый взгляд. философия, конечно, красивая штука, пока не начинает жрать изнутри. люди обещают тепло,
а остается только пустота и этот жалкий вечер.",negative,philosophical,discussion,aggressive,messy_emotional,poem_like,horny_flirty_post,none,none,clean,none,normal,latent_config
"песня в туалетном попурри новом мрне дней играла и теперь у меня желание снести комп к чёрту, афинится эта дичь не играет а добивает",negative,short_reaction,joke,aggressive,internet_slang,single_sentence,music_obsession_post,none,none,clean,none,normal,latent_config
"Иногда кажется, что вся эта ёбаная жизнь — просто один длинный слив в пустоту... вроде и живешь, а по факту тупо смотришь, как всё нормальное утекает сквозь пальцы. И да, от этого вообще ноль тепла 😶",negative,philosophical,reflection,melancholic,internet_slang,long_paragraph,capslock_emotional_breakdown,none,light,clean,heavy,normal,latent_config
"И вроде ночь тёплая, а внутри пусто, пьяно и низко
девочка шла мимо — ну прямо как искра… но мне нечем даже ответить красиво
зашитое сердце опять подвело, блять",negative,other,observation,dramatic,drunk_post,poem_like,horny_flirty_post,none,none,clean,light,normal,latent_config
"Ночь, опять ни сна... Люди вообще начали слышать друг друга или всем уже плевать!! Устал тащить всё на себе, а в ответ только тишина и эти дикие ответы ни о чём!!!!",negative,discussion,rant,dramatic,old_vk_wall_post,multi_sentence,sad_night_post,none,none,clean,none,repeated_exclamations,latent_config
"Опять эту хуйню по радио крутят, трек уже ненавижу. Музыка вроде норм была, а теперь одно бешенство.",negative,short_reaction,reaction,aggressive,shitpost,very_short,music_obsession_post,none,none,clean,heavy,normal,latent_config
"репост из афиши — угарно, конечно... „главный концерт года“, билет будто на Луну... шутка дня: за такие деньги мы и дома кофеварку послушаем",negative,humor,joke,mixed,repost_commentary,single_sentence,concert_hype,none,none,clean,none,ellipsis_heavy,latent_config
"Репостнул картинку со строкой про креатив, потому что ночью опять понял: ваще не умею остановится. Сидишь до 3-х, думаешь щас вот рожу что-то живое, а в итоге пусто и тяжело на душе. как будто внутри кончился шум.",negative,creative,reflection,dramatic,late_night_post,long_paragraph,repost_with_commentary,none,none,light_typos,none,normal,latent_config
"Опять весь день как в жопе провалился!!! Бегал туда-сюда, нервы сожрали, а толку ноль. И смешно и бесит одновременно… 🤦‍♂️",negative,other,discussion,mixed,normal_conversational,multi_sentence,random_life_fragment,none,light,clean,heavy,repeated_exclamations,latent_config
"столько ерунды уже написал, а нужные строки всё равно не приходят... честно, устал от этой творческой пустоты. хочется кого-то рядом, чтоб отвлекал и смотрел так, будто я ещё не совсем пропащий... но и на это сил нет, черт.",negative,creative,reflection,melancholic,normal_conversational,long_paragraph,horny_flirty_post,none,none,clean,light,ellipsis_heavy,latent_config
"Слова липнут в ленте, как грязь на стекле.\nПишете мне про спокойствие — будто сами святые.\nА по сути там яд, подмена и понты.\nТошнит от этого балагана.",negative,toxicity,reaction,aggressive,internet_slang,poem_like,capslock_emotional_breakdown,none,none,clean,none,normal,latent_config
"сегодня опять зачем-то включил ту песню... и сразу вспомнил тот двор, вечерний асфальт, как мы тогда смеялись... странно, уже столько лет прошло, а внутри всё так же щимит",negative,daily_life,storytelling,mixed,music_status_core,single_sentence,nostalgic_memory_post,none,none,light_typos,none,ellipsis_heavy,latent_config
"Скинули эти ""смешные"" шутки про музыку... ну блин, ржу и крingнуть хочется одновременно 😵‍💫… один в комментах пишет: «если слух perfect, то каждому жанру по дню жизни» … да вы серьёзно??",negative,humor,reaction,mixed,repost_commentary,dialogue_like,music_obsession_post,none,light,light_typos,none,ellipsis_heavy,latent_config
"сидишь потом ночью и понимаешь, что всe это хуйня какая-то... люди бегуть куда-то, врут друг другу, смеются, а внутри пусто. мир огромный, а мне че-то тесно в собственной башке. зря мы вообще тут корячемся.",negative,philosophical,reflection,dramatic,drunk_post,multi_sentence,drunk_existential_post,none,none,light_typos,heavy,normal,latent_config
"Перепостнул это... и так зло берет, хочется уже нормальных слов искать, а не эту сферическую дичь терпеть...",negative,short_reaction,reaction,aggressive,normal_conversational,single_sentence,repost_with_commentary,none,none,clean,none,ellipsis_heavy,latent_config
"вроде все началось с переписки почти в 3 ночи, смешно так, уютно... а потом опять тишина на пол дня. и ведь самой хотелось дальше, смотреть в его глаза, но как будто я чуть-чуть лишняя уже. неприятно",negative,relationships,storytelling,melancholic,normal_conversational,fragmented_stream,horny_flirty_post,none,none,light_typos,none,normal,latent_config
"Опять эту надйную попсу крутите, аж уши вянут, лучше б какой нормальный трек ставили, бесите",negative,short_reaction,reaction,aggressive,internet_slang,single_sentence,music_obsession_post,none,none,light_typos,none,normal,latent_config
"Опять поверил не тому человеку... Вчера всё было «ты самый важный», а сегодня меня будто и не было!! Смешно вроде, но внутри просто пусто. После таких отношений уже не знаешь, кому вообще верить...",negative,relationships,storytelling,dramatic,normal_conversational,multi_sentence,edgy_teen_post,none,none,clean,none,repeated_exclamations,latent_config
"Помню, как в школе смеялся над таким кривым кроссами... а щас на авито пишут «винтаж», ахаха, ну да, гавно с историей.",negative,short_reaction,joke,aggressive,normal_conversational,very_short,nostalgic_memory_post,none,none,light_typos,light,normal,latent_config
"поймал себя на том, что всё ещё открываю чат и жду ответа, который уже не придёт. странно жить дальше после тех слов. вроде день как день, а внутри пусто и шумно одновременно.",negative,relationships,confession,melancholic,normal_conversational,fragmented_stream,random_life_fragment,none,none,clean,none,normal,latent_config
"Ну да, красивым типа всё можно 😒 а меня опять мурыжат под «потрещим позже»... смешно уже, честно. Вроде флирт, огонёк, сообщения — а в итоге тишина и тупое «ой занят» 🙄",negative,other,discussion,negative,messy_emotional,fragmented_stream,horny_flirty_post,none,light,clean,none,chaotic,latent_config
"репостнул это и прям пробрало… вчера ночью дописал кусок рассказа про осень, а сейчас открыл и понял — всё какое-то пустое, как будто слова опять меня подвели 😕 облом",negative,creative,storytelling,dramatic,normal_conversational,long_paragraph,repost_with_commentary,none,light,light_typos,none,normal,latent_config
"Достали уже эти токсичные мудни. Сидишь спокойно — и опять эта дичь, слов нет полный трэш.",negative,toxicity,complaint,aggressive,internet_slang,very_short,relationship_wall_post,none,none,clean,none,normal,latent_config
"бля, хотел пошутить и нормально подкатить, а вышло как обычно — я с лицом идиота, ты наверн в ахуе. ну ладно, бывает",negative,humor,reaction,mixed,shitpost,very_short,horny_flirty_post,none,none,clean,heavy,normal,latent_config
"думаю, что вся эта вечная механика «подойди ближе, ну скажи хоть что-нибудь» — просто смешно. хочется тепла, а люди умеют только торговать вниманием и делать вид, что ты им не нужен",negative,philosophical,reflection,aggressive,shitpost,fragmented_stream,horny_flirty_post,none,none,clean,none,normal,latent_config
"смешно... думал любовь это когда спасают а вышло что опять сидишь ночью и пиздец как пусто... люди рядом были вроде, а теперь никто не звонит.. просто завис между «всё ок» и нахер всё это",negative,relationships,reflection,melancholic,messy_emotional,fragmented_stream,drunk_existential_post,none,none,clean,heavy,ellipsis_heavy,latent_config
"Я это рисовал ночами... верил, жил этим...
а вы сверху пустой насмешкой...
пятном по листу... забыли читаьт душу. кто-то там умничает в комментах... да пожалуйста.",negative,creative,storytelling,dramatic,poetic,poem_like,aggressive_comment_war,none,none,light_typos,none,ellipsis_heavy,latent_config
"И вот вроде стараешься... молчишь, терпишь, объясняешь по-человечески... а в ответ снова пустота и эти одинаковые ""потом поговорим"". Наверное, так умирает не любовь, а вера в нее...",negative,discussion,discussion,dramatic,normal_conversational,multi_sentence,relationship_wall_post,none,none,clean,none,ellipsis_heavy,latent_config
"ну да, шутки шутками, а как ты смотришься — у меня мозг вообще вылетает. смешно уже до боли. и бесит, и нравится, гадство полное.",negative,humor,reaction,mixed,shitpost,multi_sentence,horny_flirty_post,none,none,clean,light,normal,latent_config
"Сегодня опять вспомнил, как ты тогда уходила под дождем, а я стоял дpрак скраю и делал вид, что мне всё равно. Глупо верил до последнего. Теперь в ленте пусто, как будто нам и не было.",negative,relationships,confession,dramatic,late_night_post,multi_sentence,nostalgic_memory_post,none,none,light_typos,none,normal,latent_config
"Иногда думаю, что лучшие строки я так и не дописал.
Осталась только старая запись в блокноте,
и ты — где-то между зачеркиваний. 
Странно скучаю по времени, когда боль еще казалась вдохновением.",negative,creative,confession,melancholic,normal_conversational,poem_like,nostalgic_memory_post,none,none,clean,none,normal,latent_config
"опять совпали улыбками… и опять всё мимо. написал ночью, думал увиду хоть каплю тепла, а там холоднее подъезда 😑 доверилась дура… теперь хожу курю у окна и злюсь на себя. так хочется близости, а выходит какой-то блядский заголовок без продолжения…",negative,relationships,storytelling,dramatic,late_night_post,fragmented_stream,horny_flirty_post,none,light,clean,light,ellipsis_heavy,latent_config
"репостнул ино небоскрёб, а внутри опять этот цирк... ну серьёзно, люди сами себе батарейки в голову вставили?.",negative,short_reaction,joke,aggressive,messy_emotional,very_short,repost_with_commentary,none,none,light_typos,none,normal,latent_config
"ну да... конечно. «я ничего не блокировал временно»... ага, вчера отключил все чаты и уже с другой фото как святой ходишь. задрали вы оба.... любовь у них...",negative,relationships,storytelling,dramatic,internet_slang,fragmented_stream,aggressive_comment_war,light,none,clean,none,ellipsis_heavy,latent_config
"Помню, сейчас таких кадров уже не увидишь — и от этого только злюсь 😑",negative,short_reaction,reaction,aggressive,normal_conversational,single_sentence,nostalgic_memory_post,none,light,clean,none,normal,latent_config
"Нервые с утра, всё через одно место. Опять день начался мямкотой",negative,short_reaction,reaction,aggressive,shitpost,very_short,random_life_fragment,none,none,light_typos,none,normal,latent_config
"ты серьезно опять это песлено 😔 ноч https://air вроде всё ок, а внутри как будто пизит ... 'ну ничего' — сказали конечно️ зачем-то думаю о том саб который сбился at all",negative,other,discussion,dramatic,late_night_post,dialogue_like,random_life_fragment,none,heavy,light_typos,none,normal,latent_config
"Да сколько уже можно, опять эти уроды все загадили, настроения ноль и люди вокруг так бесят что просто пздц!!!",negative,toxicity,rant,aggressive,normal_conversational,single_sentence,random_life_fragment,none,none,light_typos,heavy,repeated_exclamations,latent_config
"Смешно читать потом эти «ну всё было не так». Неделю вкладываешься в человека, наполняешь его своими днями, а вечером остаётся только пустая переписка и тупое чувство, что тебе снова выдали роль на одну ночь.",negative,storytelling,observation,mixed,messy_emotional,long_paragraph,edgy_teen_post,none,none,clean,none,normal,latent_config
"Опять ночь и опять эти умники с «смыслом жизни». Смешно, когда все делают вид, что поняли хоть что-то, а по факту просто тянут дни как подбитые. В голове каша, в мире тоже",negative,philosophical,discussion,aggressive,drunk_post,fragmented_stream,random_life_fragment,none,none,clean,none,normal,latent_config
"впервые пишу это ночью и я кажется всё сломал сам... люблю тебя до сих пор, хотя давал себе клятву выти причём навсегда. хотца вернуть время, но поздно уже.",negative,relationships,confession,dramatic,late_night_post,fragmented_stream,capslock_emotional_breakdown,none,none,light_typos,none,normal,latent_config
"Сначала думал тянет ко мне реально, а потом в одно воскресенье просто прочитал её ответы и понял — там пусто. Самому смешно, как сильно вляпался. Теперь хз зачем держу все эти переписки.",negative,relationships,storytelling,dramatic,internet_slang,multi_sentence,edgy_teen_post,none,none,clean,none,normal,latent_config
"Репостнул запись про «не отпускай тех, кто дорог» и прям больно стало. Вчера клялся, что всё нормально, а сегодня понял — он уже давно исчез из моей жизни, просто я тупо делал вид. Такие истории обычно закон чувства не имеют.",negative,relationships,storytelling,dramatic,internet_slang,multi_sentence,repost_with_commentary,none,none,clean,none,normal,latent_config
"Репостнула старую запись про девушек, которые умеют молчать громче слов... и будто в грудь опять тиснуло! Мы с ним тоже так «тишиной» всё довели. Забирадно как-то, но теперь уже поздно!!!",negative,relationships,storytelling,melancholic,normal_conversational,multi_sentence,repost_with_commentary,none,none,light_typos,none,repeated_exclamations,latent_config
"Репостнули историю про очередной „шутку“, а мне прям мерзко стало... Верно пишут: люди совсем забыли что такое гланая граница нормы 🙄 И чего кто-то это ещё лайкает?",negative,toxicity,reaction,negative,normal_conversational,fragmented_stream,repost_with_commentary,none,light,light_typos,none,normal,latent_config
"— ты вообще читаешь, что тебе пишут? — да делай как знаешь, уже сил нет. вечно этот твой токсик, потом удивляешься, почему всех задолбал. ну серьезно:",negative,toxicity,rant,negative,internet_slang,dialogue_like,capslock_emotional_breakdown,none,none,clean,light,normal,latent_config
"ну что за херь.. специально идушь на концтрт, ждёшь норм звук... а в итоге опять всё в кашу. у меня одной така, или это ваще уже норма??",negative,question,discussion,dramatic,old_vk_wall_post,multi_sentence,concert_hype,none,none,light_typos,none,ellipsis_heavy,latent_config
"ночь тупая. смий умерлась ваще 😶 приехали, вот и весь я: спать ненавижу, людей тоже. ну да ланъ, хах мало ли",negative,short_reaction,joke,aggressive,messy_emotional,very_short,sad_night_post,none,none,heavy_typos,light,normal,latent_config
"Ну да, гениально!!! опять литру запретили под котлету, кто вообще это придумал-то...",negative,short_reaction,joke,aggressive,internet_slang,very_short,edgy_teen_post,none,none,clean,none,repeated_exclamations,latent_config
"Вчера проезжал мимо нашего двора — кроме денег и мусора там ничего не осталось. Когда-то сидели до ночи на лавке, а теперь даже вспомнить толком некому.",negative,daily_life,observation,mixed,drunk_post,very_short,nostalgic_memory_post,none,none,clean,none,normal,latent_config
"Иногда открываю старые фото и прямо накрывает... Думал, это все уже давно отпустил, а оно сидит где-то внутри. Сам не понял, как самые важные мы стали чужими. Грустно как-то 😔",negative,relationships,reflection,melancholic,normal_conversational,multi_sentence,nostalgic_memory_post,none,light,light_typos,none,normal,latent_config
"Этот новый трек вообще убивает, месяц держался на ногах только из-за Кобейна и теперь всё снова валится куда-то в эту липкую чёрную яму",negative,short_reaction,reaction,aggressive,messy_emotional,single_sentence,music_obsession_post,none,none,clean,none,normal,latent_config
"Проснулся утром с ощущением, будто меня ночью просто выжали. Маме опять всё не так, за окном серо и мерзко, в голове какая-то каша. Пошёл на учебу и по дороге понял, что день уже испорчен еще до первого звонка.",negative,daily_life,storytelling,mixed,dramatic_prose,multi_sentence,edgy_teen_post,none,none,clean,none,normal,latent_config
"Это что за концертный хайп такой, если зал живой только в афише? Кто вообще проверяет эти обещания перед билетом?",negative,question,asking,aggressive,dramatic_prose,very_short,concert_hype,none,none,clean,none,normal,latent_config
"— ну и зачем я опять включила это? понимаешь же, слушаю и только злюсь. старая песня, а внутри все как теже 2007-не отвечает ни на что: полная тоска.",negative,other,reaction,negative,capslock_chaos,dialogue_like,music_obsession_post,none,none,clean,none,normal,latent_config
"Иногда сИжу над тем, что получилось, и прям ножом по горлу — вроде вродь старался, а вышло пусто. Такаой странный вечер: всё рядом, а внутри грязно-quiet, как будто все цвета кто-то вылючил.",negative,creative,reflection,melancholic,normal_conversational,long_paragraph,capslock_emotional_breakdown,none,none,light_typos,none,normal,latent_config
"Я уже не вывожу... снова этот токсик в ленте, одно и то же... сил нет просто...",negative,toxicity,complaint,negative,internet_slang,very_short,capslock_emotional_breakdown,none,none,clean,none,ellipsis_heavy,latent_config
"Ну да, конечно, опять эту дичь обсуждают — у людей совсем совести не осталось.",negative,short_reaction,reaction,aggressive,messy_emotional,single_sentence,aggressive_comment_war,none,none,clean,none,normal,latent_config
"Иногда кажется, что мы помним не людей, а свои ошибки рядом с ними. Старые дворы, окна в темноте — и зачем всё это было тепло, если потом так пусто. Думал удержать время, но оно не умеет ждать.",negative,philosophical,discussion,melancholic,messy_emotional,poem_like,nostalgic_memory_post,none,none,clean,none,normal,latent_config
"ночью почему-то снова всплыло... как ты смеялся тогда на кухне... и я верила, что это надолго. а оказалось — всё легко растворяется, до слёз обидно... дурацкая память, не отпускает...",negative,relationships,reflection,dramatic,late_night_post,fragmented_stream,nostalgic_memory_post,none,none,clean,light,ellipsis_heavy,latent_config
"ахах ну конечно смешно 😑 в камментах опять цирк... один шутник ляпнул, остальные как под копирку ржут. взрослые люди, а ведёте себя как паблик для младших классов",negative,humor,reaction,mixed,internet_slang,dialogue_like,aggressive_comment_war,none,light,clean,none,normal,latent_config
"Сегодня решил пошутить над судьбой, а она, как обычно, решила посмеяться надо мной 🍻 сидим вроде не грустим, но на душе почему-то мем и пустота.",negative,humor,joke,mixed,shitpost,single_sentence,drunk_existential_post,none,light,clean,none,normal,latent_config
"Ну вот и все, обЪявился поздно как всегда, а я теперь опять сижу и злюсь 😒",negative,short_reaction,reaction,aggressive,normal_conversational,single_sentence,relationship_wall_post,none,light,light_typos,none,normal,latent_config
"ночью опять сесь мой старый блокнот... и кажется, что все стихло, кроме внутри меня. рисовал свет... получалась какая-то темнота. странно... чем больше живешь, тем меньше остается слов на кружево души.",negative,creative,storytelling,dramatic,late_night_post,poem_like,drunk_existential_post,none,none,light_typos,none,ellipsis_heavy,latent_config
"Как вообще можно было это так слить, объясните кто-нибудь мне уже не сдержаться я просто в шоке.",negative,question,discussion,dramatic,normal_conversational,single_sentence,capslock_emotional_breakdown,none,none,clean,none,normal,latent_config
"и вроде давно уже всё понеятно... но иногда вечером так накатывает, что не знаешь, куда девать это молчание. странно любишь человека за то, чего между вами уже нет... а потом сидишь и думаешь — надо было раньше отпустить.",negative,discussion,reflection,mixed,old_vk_wall_post,multi_sentence,relationship_wall_post,none,none,light_typos,none,ellipsis_heavy,latent_config
"— ты серьёзно снова задерживаешься?... 
я ведь не железная... весь вечер с чаем остывшим сижу, слушаю коридор.. звоню — а в ответ тишина..
наверное, так и выглядит воскресенье без длениия доверия.....",negative,daily_life,complaint,mixed,dramatic_prose,dialogue_like,relationship_wall_post,none,none,light_typos,none,ellipsis_heavy,latent_config
"великий вечер: шутка не зашла, юмор умер раньше меня. смешно уже только кошке и то из вежливости. люди почему-то опять решили побыть ему стендапом без текста.",negative,humor,shitpost,mixed,shitpost,multi_sentence,edgy_teen_post,none,none,clean,none,normal,latent_config
