text,label,topic,intent,emotion,style,structure,archetype,capslock,emoji_usage,typos,profanity,punctuation,prompt_type
"Сижу ночью, почитал комменты и опять ловлю этот странный токсичный шейминг от людей, которым вроде бы вообще всё норм должно быть. Бесит не то слово, но уже даже как-то фоном идёт.",neutral,toxicity,complaint,mixed,internet_slang,long_paragraph,sad_night_post,none,none,clean,none,normal,latent_config
"Проснулся, посмотрел в окно и понял: жизнь всё-таки имеет юмор... просто шутки какие-то очень свои!!! Ладно, пойду делать вид, что я взрослый!",neutral,humor,reaction,mixed,shitpost,multi_sentence,drunk_existential_post,none,none,clean,none,repeated_exclamations,latent_config
КОГДА ОНА ПИШЕТ «НУ И ЧО ТЕПЕРЬ?» Я УЖЕ СКУЛЮ ОТ ЛЮБВИ. ВОТ ЭТО ЖИЗНЬ...,positive,short_reaction,joke,positive,internet_slang,very_short,relationship_wall_post,heavy,none,clean,none,normal,latent_config
вроде весь день на ногах... а ощущение что ничего не done)) странно так... кто-то тоже к вечеру только начинает *оживать*?,neutral,discussion,discussion,mixed,normal_conversational,multi_sentence,random_life_fragment,none,none,light_typos,none,ellipsis_heavy,latent_config
"Опять проснулся слишком рано, бля. За окном серо, чай остывает быстрее мыслей, но всё равно как-то хорошо внутри — будто день ещё не начался, а уже обещает кусочек тишины и маленькое чудо.",positive,daily_life,complaint,positive,poetic,multi_sentence,random_life_fragment,none,none,clean,light,normal,latent_config
"Поймал сегодня какое-то редкое состояние: хотел выйти из дома вовремя, но домашняя статистика опять убедила меня в обратном.",neutral,short_reaction,joke,neutral,normal_conversational,very_short,random_life_fragment,none,none,clean,none,normal,latent_config
"«Посмотри, как сырой асфальт блестит после дождя» — сказал кто-то в ленте... и да... утром шла на остановку, замёрзшая, злая, а потом внезапно стало тихо и красиво какой-то почти кинематографичной красотой...",positive,daily_life,observation,mixed,dramatic_prose,dialogue_like,repost_with_commentary,none,none,clean,none,ellipsis_heavy,latent_config
"кто-то ещё понимает… как одиночество внезапно делает громче даже нормальную песню… и зачем вообще её опять слушаю ночью? ,",neutral,question,discussion,neutral,music_status_core,fragmented_stream,capslock_emotional_breakdown,none,none,clean,light,ellipsis_heavy,latent_config
"включил эту песню один раз и теперь мозг официально арендован ею до вечера, спасибо, очень смешно и очень благодать",positive,short_reaction,joke,positive,messy_emotional,very_short,music_obsession_post,none,none,clean,none,normal,latent_config
"Сегодня на балконе услышал ту же песню из 2009-го, и как будто весь мой старый двор снова со мной. Странно иногда тоска по такаим мелочам уносит куда-то очень теплое. Держу в голове это чувство, почему-то мучуствуетcя хорошо.",positive,discussion,reflection,nostalgic,old_vk_wall_post,multi_sentence,random_life_fragment,none,none,light_typos,light,normal,latent_config
"вот так всегда: идёшь на концерт за новыми эмоциями, а уходим с шуткой дня и охрипшим голосом уже после первой песни
",neutral,humor,joke,mixed,repost_commentary,very_short,concert_hype,none,none,light_typos,none,normal,latent_config
"Сел хотеть быть взрослым человеком, даже кофе налил как надо, а через пару минут понял что мная дедлайны выигрываю пока они с тюренца теруются",neutral,short_reaction,joke,neutral,normal_conversational,single_sentence,capslock_emotional_breakdown,none,none,clean,none,normal,latent_config
"репостнула запись «если человек свой, то и молчание рядом не тяготит»... ну да. вспомнилось сразу, как вот так сидели ночами, писали ерунду в личку до полного отруба интернета. странно конечно, но тепло.",neutral,relationships,confession,nostalgic,internet_slang,fragmented_stream,repost_with_commentary,none,none,clean,none,normal,latent_config
"Иногда ловлю себя на мысли, что ржапто скучаю не по людям, а по тому времени... когда все казалось проще, хотя даже тогда было сложно 🙃 Это вообще нормально или у всех так???",neutral,philosophical,discussion,nostalgic,messy_emotional,fragmented_stream,relationship_wall_post,none,light,light_typos,none,repeated_exclamations,latent_config
"Репостнул крайний раз про поздние ужины и недосып... и снова провалился в эту ночь 😕 Утром работа, а голова уже не моя… как будто день съел сам себя. Ничего особенного, просто какой-то бесконечный обычный сумбур.",neutral,daily_life,complaint,mixed,repost_commentary,long_paragraph,sad_night_post,none,light,clean,none,ellipsis_heavy,latent_config
"ну и хуйня опять, просто прочитал и закрыл",neutral,short_reaction,reaction,neutral,messy_emotional,very_short,edgy_teen_post,none,none,clean,heavy,normal,latent_config
"Серьёзно...... а помнишь, как мы до утра сидели во дворе и орали «ну где интернет», а потом всё равно ржали без причины??? Сейчас смешно, а тогда… черт его знает, было ли это счастье или просто пиздец)",neutral,question,asking,mixed,late_night_post,dialogue_like,nostalgic_memory_post,none,none,clean,heavy,repeated_exclamations,latent_config
"Что странно: снова поймал себя на старых песнях и мурашках от тех улиц, где уже ничего нет. Сижу ночью, кручу один и тот же трек и понимаю — вот тогда я правда умел чувствовать. Пускай всё уехало бы к чертям, пока эта музыка живая внутри.",positive,creative,confession,nostalgic,late_night_post,long_paragraph,music_obsession_post,none,none,clean,light,normal,latent_config
"Репостнул еще одну цитату про «не надо ничего ждать от людей», а по факту просто после работы зашел в любимый магазин, очереди стали длиннее, продукты подорожали и настроение как будто сразу вычтено.",negative,daily_life,observation,mixed,old_vk_wall_post,single_sentence,repost_with_commentary,none,none,clean,none,normal,latent_config
"Опять поймал себя на том, что в коммах под музыкой люди быстрее срутся, чем слушают трек. Врубил свой плейлист и сразу легче, потому что это уже какой-то вечный токсик-шум вместо обсуждения.",neutral,toxicity,complaint,neutral,internet_slang,multi_sentence,music_obsession_post,none,none,clean,none,normal,latent_config
"смешно щас наблюдать, как одни в комментах топят за ""любовь навсегда"", а другие пишут, что отношения это сразу мимо. у меня тоже было по-всякому, и каждый раз потом почему-то не хайп, а просто тихая тоска по тем старым сообщениям в личке и глупым разговорам ночью",neutral,relationships,reflection,nostalgic,internet_slang,multi_sentence,aggressive_comment_war,none,none,clean,none,normal,latent_config
"Почему-то опять ночь и я вдруг вся в этих наших разговорах. Странно, но с тобой даже тишина не давит. Сегодня шёл домой и мне стало впервые за долгое время спокойно. Береги себя, пожалуйста.",positive,relationships,storytelling,positive,normal_conversational,fragmented_stream,sad_night_post,none,none,clean,none,normal,latent_config
"репост игры контрастов... сегодня снова поймал это редкое чувство, будто все не зря… если концерт реально случится скоро, будет тот самый вечер из которых потом долго держишься.. в общем верю и жду",positive,other,observation,hopeful,repost_commentary,long_paragraph,concert_hype,none,none,clean,none,ellipsis_heavy,latent_config
"я вроде не собирался в это лезть… но ты реально меня добила... думал сердце у взрослых людей уже молчит… а нет, чуть за тебя, и всё... бесишь смертельно, но отпустить не могу...",negative,relationships,confession,dramatic,internet_slang,multi_sentence,horny_flirty_post,none,none,clean,none,ellipsis_heavy,latent_config
"Иногда ловлю себя на том, как сильно отношения меняют человека... вроде бы живёшь себе спокойно, а потом чья-то привычка ждать ночью сообщение становится частью дня... странно, но мне с этим очень светло сейчас...",positive,storytelling,observation,mixed,normal_conversational,multi_sentence,relationship_wall_post,none,none,clean,none,ellipsis_heavy,latent_config
"ахаха, ну вы тут и спор устроили... я уже битву умов пропустил на five star 🤍😂",positive,short_reaction,joke,positive,messy_emotional,single_sentence,aggressive_comment_war,none,light,clean,none,ellipsis_heavy,latent_config
"Спасибо токсики, именно из-за ваших разборок снова включила тот самый трек и на секунду вернулась в 2014... как же он до сих пор пробирает!!!",positive,toxicity,reaction,nostalgic,capslock_chaos,single_sentence,music_obsession_post,none,none,clean,none,repeated_exclamations,latent_config
"Перефспомнил старый мем из 2012, и до сих пор ржу. Когда кажется, что уже ничего не смешно — а оно всё так же глупо и прекрасно... Лайкнул бы репост, но это вообще какой-то капец.",neutral,humor,reaction,mixed,repost_commentary,multi_sentence,nostalgic_memory_post,none,none,clean,light,chaotic,latent_config
"Ночью почему-то всплыло все это. Было тупо, искренне, странно красиво... Сейчас уже без тех разговоров до утра и этих глупых обид. Инкогда думаю: могли ведь по-другому, но ладно, че уж.",neutral,relationships,reflection,nostalgic,late_night_post,fragmented_stream,edgy_teen_post,light,none,light_typos,light,normal,latent_config
"не думал, что так бывает. когда просто смотришь на одного человека и всё внутри тихо становится на место. наверное, это и есть оно...",positive,relationships,confession,positive,late_night_post,fragmented_stream,sad_night_post,none,none,clean,none,normal,latent_config
"ну да… вижу, симпатяшка… опять такой проход мимо, что даже ленту переспросил......",neutral,short_reaction,reaction,neutral,internet_slang,single_sentence,horny_flirty_post,none,none,clean,none,ellipsis_heavy,latent_config
"ВБЬЕТ. Помню, как раньше на такие концерты собирались всей толпой и потом еще неделю обсуждали кто что слышал... Стрмное было время, чесн. Хочется иногда обратно в ту тусовку и в этот шум.",neutral,discussion,reflection,nostalgic,normal_conversational,multi_sentence,concert_hype,light,none,light_typos,none,normal,latent_config
"Смешно, как потом больше всего скучаешь не по людям, а по переписке и этим странным вечерам. Когда всё было чуть глупо, но очень настоящее!!! И почему-то от этого тепло до сих пор...",positive,relationships,reflection,nostalgic,normal_conversational,multi_sentence,edgy_teen_post,none,none,clean,none,repeated_exclamations,latent_config
"бля опять эту песню на репите гоняю и тупо лыба до ушей, потому что ты в голове, как заклинание. вот такую фигню не признают вслух обычно, а мне похуй — люблю тебя, реально сильно. странно да но чертовски тепло",positive,relationships,confession,positive,internet_slang,fragmented_stream,music_obsession_post,none,none,clean,heavy,normal,latent_config
"Иногда к людям вижу ненавязчиво возвращается фейк, как в те старые ночи на стене 🙂 странно, но даже токсичность тогда казалась честнее",neutral,toxicity,rant,nostalgic,capslock_chaos,very_short,drunk_existential_post,none,light,clean,none,normal,latent_config
"Когда понял, что зарплата пришла, а жизнь всё равно загадка. Ну х*й с ней, зато я всё ещё красавчик.",positive,short_reaction,joke,positive,internet_slang,very_short,drunk_existential_post,none,none,clean,light,normal,latent_config
"ладно, переживём. в отношения свои уже хочуджин трындец какой-то простигосподи, сам себе мозг ебу и всем тоже.",neutral,short_reaction,reaction,neutral,messy_emotional,very_short,relationship_wall_post,none,none,clean,heavy,normal,latent_config
"ну такое, просто вайб без особых выводов",neutral,short_reaction,reaction,neutral,internet_slang,single_sentence,edgy_teen_post,none,none,clean,none,normal,latent_config
"Опять в ленте эти люди, которые всё знают лучше всех. То интернет чер in him как будто трактует им смысл жизни, то учат всех вокруг жить... Странное время, честно. Сядешь помолчать — уже неправ.",neutral,toxicity,rant,mixed,normal_conversational,fragmented_stream,drunk_existential_post,none,none,light_typos,none,normal,latent_config
"сегодня опять с людьми какой-то тупняк... вроде норм диалог, а по факту сплошная токсичная каша. лезут, цепляют, потом строят невидимость. уже реально бесит",negative,toxicity,complaint,aggressive,internet_slang,fragmented_stream,random_life_fragment,none,none,clean,none,normal,latent_config
"Да ну, спорят тут все как будто от этого курс рубля налadится; помоему, уже кто-то явно отпразднова поясній моралньй завтрак.",neutral,short_reaction,joke,neutral,normal_conversational,single_sentence,aggressive_comment_war,none,none,light_typos,none,normal,latent_config
"людские толпы под бас... а потом обратно в пустоту.и вдруг думаешь: зачем всё это ? звон костей, музыка, крик... вроде жизнь, а внутри одна херня и тихий холод. вчера било громко, сегодня опять ничго",negative,philosophical,reflection,negative,poetic,poem_like,concert_hype,none,none,light_typos,light,ellipsis_heavy,latent_config
"Ну всё, это уже не дружба, а какие-то подозрительно тёплые чувства 😄 cringe? да. но мне нравится))",positive,short_reaction,joke,positive,internet_slang,very_short,relationship_wall_post,none,light,clean,light,normal,latent_config
"Надоело заходить сюда и видеть один токсичный бред, как будто людям реально кайф кого-нибудь задеть или унизить просто ради левых понтов.",negative,toxicity,complaint,negative,normal_conversational,single_sentence,edgy_teen_post,none,none,clean,none,normal,latent_config
"Сегодня в комментах снова был этот кислый наброс на всех подряд, непоня́тно зачем вообще влез. С утрам как посмотрел — и ведь вроде день норм шёл, а потом осалось чувство душное какое-то.",neutral,toxicity,reaction,mixed,capslock_chaos,multi_sentence,random_life_fragment,none,none,light_typos,none,normal,latent_config
"опять ночь, опять этот цирк. все люди будто с одной републичной болью",negative,short_reaction,joke,aggressive,shitpost,very_short,sad_night_post,none,none,clean,none,normal,latent_config
"эх… те вечера в лс, когда вес никто не мерянл… интепритила это иначе, чтоль 😶",neutral,toxicity,reaction,nostalgic,capslock_chaos,very_short,horny_flirty_post,none,none,light_typos,none,ellipsis_heavy,latent_config
"ну да... логика ушла ...я тоже, видимо",neutral,short_reaction,joke,neutral,shitpost,very_short,horny_flirty_post,none,none,clean,none,ellipsis_heavy,latent_config
"перепостил(а) одну фразу и снова словил себя... да, это про нас. странно, как можно всё ещё ждать человека... а по факту он уже давно не тут. ночью особенно паршиво молчать в ответ на то, что тебе самому хочется скажть...",negative,relationships,confession,melancholic,late_night_post,multi_sentence,repost_with_commentary,none,none,light_typos,none,ellipsis_heavy,latent_config
"Опять в ленте этот бесконечный токсик, от которого потом весь день будто песком засыпало. Сидишь себе спокойно, а вокруг одно залипание на чужой негатив и какие-то бессмысленные тусовки слов.",neutral,toxicity,rant,neutral,internet_slang,multi_sentence,random_life_fragment,none,none,clean,none,normal,latent_config
"Иногда думаю, что найти зарядку дома сложнее, чем работу. Опять смешно стало.",neutral,short_reaction,joke,neutral,normal_conversational,very_short,capslock_emotional_breakdown,none,none,clean,none,normal,latent_config
"почему-то сегодня вспомнилось, как мы могли весь вечер молчать в аське и это почему-то было норм. старый плейлист, чужие окна, сообщение от тебя в 2:13 и ощущение что всё ещё впереди. странно",neutral,relationships,storytelling,nostalgic,internet_slang,fragmented_stream,relationship_wall_post,none,none,clean,none,normal,latent_config
"ну всё, что за кадр... 🔥 сердце предательски в сторону понесло 😏",positive,short_reaction,reaction,positive,internet_slang,single_sentence,horny_flirty_post,none,light,clean,none,normal,latent_config
"Ночь, а мозг решил устроить корпоратив без меня. Смотрю в потолок и понимаю: если мысли умеют шуметь, то мои уже орут анекдоты из подъезда. Смешно и немного грустно, как всегда вовремя.",neutral,humor,joke,mixed,shitpost,multi_sentence,sad_night_post,none,none,clean,none,normal,latent_config
"сидишь, смотришь в темноту и понимаешь, что жить вроде надо, а как будто чё-то главное опять мимо прошло, забавно даже",neutral,philosophical,discussion,mixed,internet_slang,single_sentence,drunk_existential_post,none,none,light_typos,none,normal,latent_config
"утром проспал... по дороге в причaлcя к мысли что теперь я великий человек просто с чашкой кофе и злобным лицом!!!! день обычный, но почему-то шумит в голове",neutral,daily_life,storytelling,neutral,internet_slang,fragmented_stream,edgy_teen_post,none,none,clean,none,repeated_exclamations,latent_config
"Да ну, этот цирк уже реально смешит и бесит одновременно — один ультрабол полный, а инсайды как всегда ни о чём.",negative,short_reaction,joke,aggressive,normal_conversational,single_sentence,capslock_emotional_breakdown,none,none,clean,none,normal,latent_config
"я в шта́ ж опять.... на концерте были свои же, а гадости полетели как обычно. сидишь себе, вже вечером думаешь что сфера норм пришла, а потом тупо мерзкость и слова по всей ленте. ну нельзя так людишки.",negative,toxicity,rant,negative,messy_emotional,fragmented_stream,concert_hype,none,none,light_typos,none,normal,latent_config
"Репостнул и снова поймал себя на этой мысли... всем так удобно спорить до хрипоты, когда по сути рядом давно тишина и пустота...",neutral,philosophical,reflection,neutral,repost_commentary,single_sentence,aggressive_comment_war,none,none,clean,none,ellipsis_heavy,latent_config
Опять целый день мимо людей... и всё как будто не со мной...,neutral,daily_life,complaint,neutral,drunk_post,very_short,relationship_wall_post,none,none,clean,none,ellipsis_heavy,latent_config
"Открыла холодильник за мыслью, а там только кефир и космическое одиночество 😂🥲 но потом нашла сыр хлеба и жизнь снова не бесит 😌✨💫",positive,humor,reaction,positive,shitpost,very_short,random_life_fragment,none,heavy,clean,none,normal,latent_config
"везде эта токсичность... бесит конечно... но зато сразу виден настоящий человек, без масок",positive,toxicity,reaction,mixed,capslock_chaos,very_short,edgy_teen_post,none,none,clean,none,ellipsis_heavy,latent_config
"Ну всё… если ты снова так улыбнёшься, я реально сдаюсь... 😏",positive,short_reaction,joke,positive,messy_emotional,very_short,horny_flirty_post,none,none,clean,none,ellipsis_heavy,latent_config
"Куда ни глянь — весь день у всех одно и то же: работа, транспорт, покупки, тупняк в телефоне. У меня тоже ваще без сюрпризов сегодня. Смиренно пью чай и наблюдаю этот кавардак, блядь.",neutral,daily_life,observation,neutral,repost_commentary,multi_sentence,capslock_emotional_breakdown,none,none,clean,heavy,normal,latent_config
"бл9т, ваще кто то с руками-топорами эту хню пишет? зашла в лс и опять какойто душный тип с откуда ты красотка... б376ть, вроде всё было ок, а в переписке сплошной треш",negative,toxicity,complaint,aggressive,internet_slang,very_short,horny_flirty_post,none,none,light_typos,heavy,normal,latent_config
"ну очень жаль, что в клубе опять дали полный ноль по звуку. людей толпа, а на сцене просто цирк какой-то. стояла и ловила раздражение весь сет.",negative,toxicity,reaction,negative,capslock_chaos,fragmented_stream,concert_hype,none,none,clean,none,normal,latent_config
"В комментах уже традиционный цирк: один умничает, второй злится, третий пишет как будто всю жизнь к мудрости шел через подвалы. Короче, юмор уровня форумного криминалитета — смотреть больно, но смешно.",positive,humor,joke,mixed,shitpost,multi_sentence,aggressive_comment_war,none,none,clean,none,normal,latent_config
"репостнул по старой памяти. Мем уже седой, но всё ещё работает",neutral,short_reaction,joke,neutral,normal_conversational,very_short,repost_with_commentary,none,none,clean,none,normal,latent_config
"смешно думать, что в этом цирке кто-то вообще знает, зачем живёт. я вот нет. просто ходим по кругу и делаем вид, что это смысл",negative,philosophical,discussion,melancholic,shitpost,very_short,edgy_teen_post,none,none,clean,none,normal,latent_config
"Полыхнул зал, как будто капельки счастья в нём включили звук
Я стоял и ржал — ну это ж вообще огонь-концерт, СЕРЬЁЗНО
Глотка хрипит, а душа пляшет)))",positive,humor,reaction,positive,internet_slang,poem_like,concert_hype,light,none,clean,none,normal,latent_config
"чёт сегодня на концерте поймал себя на том, что такие песни почему-то бьют в те времена, где мы ещё были вдвоём. странно даже — уже давно мимо, а накрыло как будто вчера. ну ладно, живём дальше.",neutral,relationships,confession,nostalgic,internet_slang,multi_sentence,concert_hype,none,none,clean,none,normal,latent_config
"Иногда так смотрю на всё это обсуждение и просто не понимаю, зачем люди так упрямо лезут друг в друга. Обидно, наоборот смешно, а потом ещё думаешь об этом полдня. Ладно уж.",neutral,discussion,rant,mixed,normal_conversational,multi_sentence,edgy_teen_post,none,none,clean,none,normal,latent_config
"Позвонили с незнакомого номера, обещали «важное предложение» — видимо, брать чужое время теперь у них бизнес-модель!!!",negative,short_reaction,joke,aggressive,normal_conversational,single_sentence,random_life_fragment,none,none,clean,none,repeated_exclamations,latent_config
"Ночь, а я всё ещё улыбаюсь как дурак 🙂 сегодня был тот самый разговор, после которого хочется снова и снова смотреть на экран. Взгляд у неё такой, что в животе сразу пропадает здравый смысл, а руки потом час не знают куда себя деть. Хорошо мне слишком неприлично думать теперь😏",positive,relationships,storytelling,positive,late_night_post,multi_sentence,horny_flirty_post,none,light,clean,none,normal,latent_config
"ну как так... я ведь всегда делала вид что всё ок, а сама каждый вечер дума
ю о тебе) смешно капец, раньше боялась признаться а щас удержать уже не могу. рядом с тобой как будто все стало полегче и теплее.. вообщем да.
мне правда нравится ты",positive,relationships,confession,positive,internet_slang,multi_sentence,capslock_emotional_breakdown,none,none,light_typos,none,chaotic,latent_config
"Вспомнил, как раньше в комментариях всё вспыхивало за пару минут: кто-то не так написал, и уже будто целый форум захватили. Сейчас листаю старые записи и даже смешно, насколько это вело людей вшерык. ",neutral,toxicity,reaction,nostalgic,normal_conversational,long_paragraph,random_life_fragment,none,none,clean,none,normal,latent_config
"ну всё, в треде уже не спорят а дерутся комментами ладно смешно конечно но кто ещё увидел этот театр",neutral,short_reaction,joke,neutral,messy_emotional,single_sentence,aggressive_comment_war,none,none,clean,none,normal,latent_config
"ЛЮБОВЬ, отношения — это когда тебе пишут «чего молчишь?» ровно в тот момент, когда ты уже на пиздюлях удали́л чат и ушёл во все тяжкие.",neutral,short_reaction,joke,neutral,shitpost,single_sentence,relationship_wall_post,light,none,clean,heavy,normal,latent_config
"Опять мне этот «юмор» в ленте...))
смешно, да
если смеяться приходится сквозь вторник и чай
репостнул кто-то мем,
а у меня вместо улыбки — тишина и лицо наизнанку..
ну спасибо, повеселили.",negative,humor,shitpost,mixed,repost_commentary,poem_like,capslock_emotional_breakdown,none,none,clean,none,chaotic,latent_config
"сидел ночью, листал переписку.. странно, как всё это стало просто архивом. помню тебя и эту вечную нашу недосказанность уже без боли, скорее с какой-то тихой тоской. ну да, бывает",neutral,relationships,confession,nostalgic,internet_slang,fragmented_stream,drunk_existential_post,none,none,clean,none,normal,latent_config
"ну капец, после такого взгляда у меня явно кнопка «спокоeн» окончательно сломалась",positive,short_reaction,reaction,positive,shitpost,single_sentence,horny_flirty_post,none,none,clean,none,normal,latent_config
"— Ты опять думаешь о смысле? — Ага. Ерунда какая-то, честно. Мало ли что хочется и кому нрафится, а потом сидишь вечерком и молчишь. Хотя в этом тоже что-то есть.",neutral,philosophical,reflection,mixed,capslock_chaos,dialogue_like,horny_flirty_post,none,none,clean,light,normal,latent_config
"Ну всё, его взгляд опять как импортозамещение: вроде рядом, а до мечты руками не дотянуться 😏",neutral,short_reaction,joke,neutral,normal_conversational,single_sentence,horny_flirty_post,none,light,light_typos,none,normal,latent_config
"ну да... порвался от этой шутки еще вчера... а смешно до сих пор, хоть уже поздно и смотреть надо было раньше...",positive,humor,reaction,positive,shitpost,multi_sentence,edgy_teen_post,none,none,clean,none,ellipsis_heavy,latent_config
"ну вот честно.... пару дней просто кипел от всего этого!!! и да, устал жуть как, но почему-то внутри есть ощущение, что всё-таки вырулим!! не скажу, что легко будет,,, но шанс точно есть!!!",positive,discussion,rant,hopeful,normal_conversational,multi_sentence,capslock_emotional_breakdown,none,none,clean,none,repeated_exclamations,latent_config
"Всю ночь крутила одну и ту же песню, потому что только она сейчас не врет. С Костей всё опять сломалось на ровном месте, будто мы и не были близкими вообще. Общие фотки удалила, а от этой тишины внутри только хуже.",negative,relationships,storytelling,dramatic,normal_conversational,multi_sentence,music_obsession_post,none,none,clean,none,normal,latent_config
Завтра на концерте главное не он он под любую песню попадаю ртом,neutral,humor,joke,mixed,internet_slang,very_short,concert_hype,none,none,clean,none,normal,latent_config
"Опят всё как всегда, только читаешь грязь в комментах и прям внутри всё тухнет. Хотел поделится фото, а осталгос чувство, будто вокруг одни злыe люди. Пауза бы от всего нeмешала.",negative,toxicity,reaction,negative,normal_conversational,poem_like,random_life_fragment,none,none,light_typos,none,normal,latent_config
"Сегодня ночью опять разговоры до 4 утра… и вот странно, с тобой даже головa после виски не так болит 😶‍🌫️ хотя что я говорю, просто хорошо рядом. Если это любовь — ну ладно, значит впервые норм попал)",positive,relationships,storytelling,positive,messy_emotional,fragmented_stream,drunk_existential_post,none,light,light_typos,light,normal,latent_config
"Ночь затихла, а я всё ещё вспоминаю, как это было странно красиво. Когда-то мы смеялись до хрипоты, потом молчали - и тоже почему-то было хорошо. Теперь от всего этого чуть щемит где-то под рёбрами. Такое себе волшебство, блин.",neutral,creative,storytelling,nostalgic,late_night_post,poem_like,horny_flirty_post,none,none,clean,light,normal,latent_config
"Сколько можно уже обсуждать одно и то же… все такие умные в комментах 😐, а по факту ниикой связи с тему. Написал одно — понеслось...",neutral,discussion,rant,neutral,old_vk_wall_post,multi_sentence,aggressive_comment_war,none,light,light_typos,none,ellipsis_heavy,latent_config
"ночью почему-то вспоминаются такие переписки, где все было проще и честнее. видимо, не хватает этих наших странных разговоров до трех… иногда хочется написать первое попавшееся имя человека, с которым когда-то так легко сходилась кожа и мысли",neutral,relationships,reflection,nostalgic,late_night_post,fragmented_stream,horny_flirty_post,none,none,clean,none,normal,latent_config
"Под ночь вдруг понял, что это тот редкий случай, когда рядом с человеком не надо ни играть, ни выдумывать ничего. Просто так спокойно на душе было после нашей прогулки по мокрому городу. Кажется, я всё-таки влюбился, черт возьми.",positive,relationships,storytelling,positive,late_night_post,multi_sentence,sad_night_post,none,none,clean,light,normal,latent_config
"Вчера внезапно поймал себя на том, что старые переписки уже почти никто не открывает, а ведь там было столько странных шуток, споров до ночи и каких-то жестких моментов. Сейчас на токсичность реагируешь спокойнее, но осадок после нее все равно остается.",neutral,toxicity,reaction,mixed,capslock_chaos,long_paragraph,nostalgic_memory_post,none,none,clean,none,normal,latent_config
"ДА СКОЛьКО МОЖНО... опять всё через одно место... я уже просто не можу читать это внимательно вроди бы normaalно задумано, а потом — бац и полный крах. ну судите сами, разве так дела делают?...",negative,discussion,rant,dramatic,normal_conversational,multi_sentence,capslock_emotional_breakdown,light,none,light_typos,none,ellipsis_heavy,latent_config
"Увидел у знакомых такой же спор в комментариях, и снова понял, что люди любят обсуждать всё подряд, лишь бы не разбираться в сути. Забавно, как из любой мелочи тут быстро делают принципиальный вопрос.",neutral,discussion,rant,neutral,old_vk_wall_post,multi_sentence,repost_with_commentary,none,none,clean,none,normal,latent_config
"репостнула шутку, а там опять эти «ну че, кис»... смешно секунды две и сразу тошнит. вроде и улыбнуться хочется, и фу смотреть на этот испанский стыд",negative,humor,reaction,mixed,repost_commentary,fragmented_stream,horny_flirty_post,none,none,clean,none,normal,latent_config
"всплыл тут в памяти тот наш угото летом, когда армалды батяния у дачи и ржали как дуры с человеком-барбекю, который щемил по огороду в шапке из фольги. блин, вот это были времена, щас бы так кайфонууть xD",positive,humor,reaction,positive,internet_slang,long_paragraph,nostalgic_memory_post,none,none,light_typos,light,normal,latent_config
ебaные квитанции опять прилетели как откдрвать эту катонову карусель и тук pзных людейется неудержимо бесит,negative,short_reaction,reaction,aggressive,shitpost,single_sentence,random_life_fragment,none,none,light_typos,heavy,normal,latent_config
"В подъезде всё тот же запах пыли и мокрого железа. Как будто время здесь не живёт, а только тихо ржавеет — вместе с моими старыми привычками.",negative,daily_life,observation,mixed,poetic,very_short,nostalgic_memory_post,none,none,clean,none,normal,latent_config
"С утра опять ищу песни, как будто от них весь день зависит. Нашла трек и сразу жить проще. если музыку не выключать — бытовуха даже смешной становится",positive,daily_life,complaint,positive,shitpost,very_short,music_obsession_post,none,none,clean,none,normal,latent_config
"Иногда открываешь старые стихи и будто снова слышишь тот подъездный свет, фару за окном и чужой смех в дворе... Все ругались, умничали, спорили до хрипоты, а нитка между людьми была тёплая 🙂 Наверное, творчество и держало нас тогда на поверхности.",positive,creative,reflection,nostalgic,poetic,long_paragraph,aggressive_comment_war,none,light,clean,none,normal,latent_config
"Рабочий день тянется нoритм сдаёт, а вечером хоть как отслышать живую муз/ку )) билеты лежат, силы на нуле 😶‍🌫️ надеюсь, там будет норм звук и не прийдётcя стоять пол-концерта",neutral,daily_life,complaint,mixed,old_vk_wall_post,fragmented_stream,concert_hype,none,light,light_typos,none,normal,latent_config
"Сидел утром у окна и подумал: вам тоже в такие дни кажется, что всё идет как-то странно, но в итоге даже нравится?!",positive,question,discussion,mixed,normal_conversational,very_short,random_life_fragment,none,none,clean,none,repeated_exclamations,latent_config
"утро было серым, чай остыл на подоконнике
а в наушниках опять одна и та же песня
чуть тише мир, чуть ближе — я 🎧
странно, как музыка вытаскивает день",neutral,daily_life,observation,neutral,old_vk_wall_post,poem_like,music_obsession_post,none,light,clean,none,normal,latent_config
"Репостнул старую запись, и как-то странно накрыло. Тогда всё казалось простым: переписки до ночи, «пойдем просто погуляем», а потом уже вечно вместе-не вместе. Сейчас читаешь и думаешь — ахаха, наивняк конечно, но тепло было.",neutral,relationships,storytelling,nostalgic,internet_slang,multi_sentence,repost_with_commentary,none,none,light_typos,none,normal,latent_config
"Иногда открываешь старые фото... и будто на минуту возвращается тот самый город, шум двора, знакомые голоса. Странно — вроде всё давно прошло, а внутри ещё шевелится что-то тёплое... и чуть грустное.",neutral,other,discussion,nostalgic,poetic,fragmented_stream,capslock_emotional_breakdown,none,none,clean,light,ellipsis_heavy,latent_config
"Сегодня снова убедилась: есть люди, рядом с которыми даже обычный вечер кажется очень вкусным. И да, как назло, мысли о таком плохом не отпускают вообще.",positive,other,observation,positive,capslock_chaos,multi_sentence,horny_flirty_post,none,none,clean,light,normal,latent_config
