text,label,topic,intent,emotion,style,structure,archetype,capslock,emoji_usage,typos,profanity,punctuation,prompt_type
"Ну ладно. Всё и так было ясно — пустые слова, показуха и этот тупой театр комментариев. Больше не лезь ко мне.",negative,short_reaction,reaction,aggressive,messy_emotional,very_short,relationship_wall_post,none,none,clean,none,normal,latent_config
"тишина в лс уже как потолок давит... ну да, значит всё закончено. прикольно сердце своё опять **ерьмом кормить ради человека, которому похуй... 😂 нет лайков на боль нельзя теперь] печально*/, негатив гэжу.
уафная ревнисек??? и я снова нах💀 уверен",negative,relationships,reflection,melancholic,internet_slang,fragmented_stream,relationship_wall_post,none,none,clean,heavy,ellipsis_heavy,latent_config
"Репостнул, потому что закипает уже всё. Вечные хамы в комментах достали... Люди, ну как можно так гадить им под ноги и потом ещё строить из себя умных?? Бесит просто!!!",negative,toxicity,complaint,negative,messy_emotional,multi_sentence,repost_with_commentary,none,none,clean,light,repeated_exclamations,latent_config
"бл9т, ваще кто то с руками-топорами эту хню пишет? зашла в лс и опять какойто душный тип с откуда ты красотка... б376ть, вроде всё было ок, а в переписке сплошной треш",negative,toxicity,complaint,aggressive,internet_slang,very_short,horny_flirty_post,none,none,light_typos,heavy,normal,latent_config
"и вроде ничего не случилось… просто вот так вышло, что человек рядом становится чужим, а ты ночью лежишь и слушаешь улицу через окно… смешно почти 🙃 будто всё держалось на привычке, а не на том самом чувстве...",negative,relationships,reflection,dramatic,late_night_post,fragmented_stream,random_life_fragment,none,light,clean,none,ellipsis_heavy,latent_config
"«Всё потом обсудим вечером», — да, конечно. Вечер снова тянется, как его вечные обещания. И самое обидное, что я уже не удивляюсь: работа, звонки, молчание… а потом ещё делают вид, будто это нормально.",negative,daily_life,complaint,mixed,repost_commentary,dialogue_like,relationship_wall_post,none,none,clean,none,normal,latent_config
"НЕ СПИТСЯ СНОВА. в голове один вечером толькo смотpю окно и вспоминаю как ты уходил молча, даже не обернулся. странно, я всё ещё держу твой номер хотя звонить уже некому. vinova nu poka ne sehrugi.",negative,relationships,storytelling,melancholic,late_night_post,fragmented_stream,drunk_existential_post,heavy,none,light_typos,none,normal,latent_config
"опять эта песня... и мозг начал жить ею, как обычно... смешно только первые три припева... потом хочется выключить весь вечер, интернет и себя... а она всё дор пита в голове, мерзко до восторга...",negative,humor,shitpost,mixed,shitpost,poem_like,music_obsession_post,none,none,clean,none,ellipsis_heavy,latent_config
"ВООБЩЕ НЕ ПОНИМАЮ, ЗАЧЕМ Я ВСТЯПАЛСЯ В ЭТО ЧЕРТОВО ТВОРЧЕСТВО. НИ СНА, НИ ПОКОЯ, ОДИН СРАМ И ПУСТОТА. И ДЭМОТИВАЦИЯ НА МАКСИМУМ...",negative,creative,reflection,melancholic,normal_conversational,long_paragraph,capslock_emotional_breakdown,heavy,none,clean,light,normal,latent_config
"ну это был типа юмор... ага.... ребят, на концерте смеётсе никто уже не должен видимо? сториз ржали только те что спереди... а я поймал кринж экспонадой....",negative,humor,reaction,mixed,internet_slang,dialogue_like,concert_hype,none,none,light_typos,none,ellipsis_heavy,latent_config
"Репостнул эту песню и до сих пор не знаю, как ее отпустить. Почему такие строки рушат в хлопья сильнее любого разговора? С утра хожу с этим осадком.",negative,question,asking,dramatic,music_status_core,multi_sentence,repost_with_commentary,none,none,clean,none,normal,latent_config
"Сколько можно втречaтьcя с людьми, которые обещают одно, а потом просто исчезают??? Уже достало честно...
Это вообще норма или только у меня один трэш?",negative,question,discussion,mixed,old_vk_wall_post,very_short,edgy_teen_post,light,none,clean,none,repeated_exclamations,latent_config
"Как же бесит этот цирк с обраткой в отношениях!!! То не пиши, то скучаю… а потом снова пропадает!! Терпение кончилось!!!",negative,toxicity,complaint,aggressive,internet_slang,very_short,relationship_wall_post,none,none,clean,none,repeated_exclamations,latent_config
"репостнул шутку, а потом полтора часа сидета и смотрел в окно... типо смешно, конечно, но почему после такого так пусто. народ ржёт, у меня толькo кринж и усталось",negative,humor,shitpost,mixed,repost_commentary,multi_sentence,repost_with_commentary,none,none,light_typos,none,ellipsis_heavy,latent_config
"ДА СКОЛЬКО МОЖНО!!! эта токсичность просто убивает, пишешь людям нормально а в ответ один яд и грязь... такое чувство что всем только и надо кого-нибудь раздавить словами. уже реально тошно от всего этого!!!!",negative,toxicity,complaint,negative,messy_emotional,multi_sentence,capslock_emotional_breakdown,light,none,clean,none,repeated_exclamations,latent_config
"Это уже невозможно. Опять одно и то же токсичное болото, просто выжигает на раз.",negative,toxicity,complaint,negative,internet_slang,very_short,capslock_emotional_breakdown,none,none,clean,none,normal,latent_config
"тошно от всего... и даже внезапно смешно 😑 как будто жизнь опять решила поиздеваться, ну ок",negative,short_reaction,joke,aggressive,shitpost,very_short,drunk_existential_post,none,light,clean,none,ellipsis_heavy,latent_config
"ночью опять не спю, всё кручу в голове этот дурацкий день. щемит так себе, как будто усталость уже просто живёт во мне... завтра снова ранo вставать, а сил ноль",negative,daily_life,storytelling,mixed,internet_slang,very_short,sad_night_post,none,none,light_typos,none,normal,latent_config
"да вы ваще охренели... читать это мерзко!!! плдходит стало всех учить жизни, а по факту 0 толку... бесите уже",negative,toxicity,reaction,aggressive,internet_slang,fragmented_stream,edgy_teen_post,none,none,light_typos,none,repeated_exclamations,latent_config
"репостну это, потому што дак я так и не научился отпускать... вроде всё прошло, а сердце как дурак помнит. тоска какая-то усталая, без шансов уже.",negative,relationships,reflection,melancholic,messy_emotional,multi_sentence,repost_with_commentary,none,none,heavy_typos,none,normal,latent_config
"Поздний вечер, а внутри опять эта мерзость... люди вокруг почему-то решили, что токсичность — это норма!!! Улыбки фальшивые, слова колючиe, и хоть ты молчи — всё равно цепляют. Сквозь ночь это особенно видно...",negative,toxicity,complaint,negative,normal_conversational,poem_like,sad_night_post,none,none,clean,none,repeated_exclamations,latent_config
"репостну и спрошу... зачем вдруг назвали это «концертом года», если звук сыпался уже с первой песни 😒🎤💔 кто тоже вышел оттуда злой, а не в восторге? 🤦‍♀️✋",negative,question,discussion,negative,repost_commentary,single_sentence,concert_hype,none,heavy,clean,none,ellipsis_heavy,latent_config
"Я: вышел в магазин за хлебом... как обычно акшн ничего не ждал. Люди: туда-сюда, у кассы хз что... кто-то уже фыркает на пустом месте. Потом бородатый умник встрял с советами... и понеслось.",negative,daily_life,observation,mixed,internet_slang,dialogue_like,aggressive_comment_war,none,none,clean,none,ellipsis_heavy,latent_config
"Вчера опять поссорились из-за ерунды, а потом вышло так, будто у нас и не было этих двух лет. Закинул в личку одно сообщение — в ответ тишина, зато от моих же знакомых уже полдня срачельник, кто кому что должен. Самое мерзкое — я ведь до сих пор ещё жду её уведомление.",negative,relationships,storytelling,melancholic,messy_emotional,multi_sentence,aggressive_comment_war,none,none,clean,none,normal,latent_config
"утро опять серое... метро забито, кофе пролил на куртку, и вроде мелочь, а весь день уже косячный. музыка в наушниках орет тише этого мира... дерги, спешка, люди злые. устал както",negative,daily_life,complaint,mixed,music_status_core,multi_sentence,capslock_emotional_breakdown,none,none,light_typos,none,ellipsis_heavy,latent_config
"репостну отсюда, потому что прям в точку. когда тебя то любят, то морозят, это не отношения, а адская карусель. я так больше не могу, правда... вчера клянулся что всё у нас ок, сегодня уже ""не на связи"". п*здец.",negative,relationships,storytelling,dramatic,internet_slang,fragmented_stream,repost_with_commentary,none,none,clean,light,normal,latent_config
"Помню, как в старом ВК набросали «юморный» статус... а потом сами три дня смеялись и делали вид, что так и задумано...",negative,humor,joke,mixed,shitpost,single_sentence,nostalgic_memory_post,none,none,clean,none,ellipsis_heavy,latent_config
"Вчера грелась на концерте, а сегодня в маршрутке снова этот пустой холод... будто вся радость осталась там, под басы и застряла где-то между нервами!!! Дом-ноль, голова-гудит, и даже короткий вечер уже кажется сном.",negative,daily_life,observation,mixed,old_vk_wall_post,poem_like,concert_hype,none,none,clean,none,repeated_exclamations,latent_config
"Снова ночь и опять этот бред в комментах. Устал уже от людей, которые лезут кусать по мелочи и выливают грязь за экраном. Лучше бы молчали…",negative,toxicity,complaint,negative,capslock_chaos,fragmented_stream,sad_night_post,none,none,clean,none,normal,latent_config
"Иногда думаю, что люди вообще ничего не понимают ни в любви, ни в выборе. Все строят из себя умных, а потом ломают чужую жизнь и называют это честностью. Тошно от этого.",negative,philosophical,reflection,aggressive,normal_conversational,fragmented_stream,relationship_wall_post,none,none,clean,none,normal,latent_config
"Да ну… вот почему каждый раз часами кто-то флиртует, пишет всё горячо и близко… а потом резко пропадает. Честно, уже бесит... если не хочешь нормально общаться, зачем вообще лезть?",negative,discussion,rant,negative,normal_conversational,multi_sentence,horny_flirty_post,none,none,clean,none,ellipsis_heavy,latent_config
"Блин, опять вокруг одни тупые понты иразговоры в никуда. Смотришь на это всё и реально бесит, будто люди кроме чужого внимания вообще ничего не видят. Глупостьь какая-то.",negative,other,observation,aggressive,messy_emotional,multi_sentence,edgy_teen_post,none,none,light_typos,light,normal,latent_config
"Это просто шедевр... репостнул потому что иначе бы не поверили, что так _можно_ тупить... людей письменно вывозять уже нечем...",negative,short_reaction,joke,aggressive,internet_slang,single_sentence,repost_with_commentary,none,none,clean,none,ellipsis_heavy,latent_config
"Вступает в голову до сих пор этот его циничный пост... и такое ощущение, будто меня просто вычеркнули за один вечер. Я вообще не понимаю, как после всех слов можно так спокойно молчать.",negative,relationships,storytelling,dramatic,messy_emotional,fragmented_stream,repost_with_commentary,none,none,clean,none,normal,latent_config
"Очередной гений на ключ колеса не стоит, зато мнений — как у директора... 🙃",negative,short_reaction,joke,aggressive,normal_conversational,very_short,random_life_fragment,none,light,clean,none,repeated_exclamations,latent_config
"Опять жизнь решила пошутить надо мной, ну конечно, очень смешно: я и виски с утра — главный спектакль сезона.",negative,short_reaction,joke,aggressive,shitpost,single_sentence,drunk_existential_post,none,none,clean,none,normal,latent_config
"ночью почему-то особенно видно, как всё внутри пустеет... думаешь, что ещё держишься за людей, смыслы, какие-то старые клятвы... а потом понимаешь — никто никого не обязан спасать. и становится только холоднее.",negative,philosophical,reflection,dramatic,late_night_post,multi_sentence,edgy_teen_post,none,none,clean,none,ellipsis_heavy,latent_config
"та выложу тут... наверное бродит это во мне уже не1 день. мы как будто остались рядом, но я тебя больше не слышу... и это тупо ломает 😕 всё еще думаю: а ведь могло же быть нормально...",negative,relationships,confession,melancholic,normal_conversational,multi_sentence,random_life_fragment,light,light,light_typos,none,ellipsis_heavy,latent_config
"утром   еле встал,,,, автобус ушел перед носом,,, работы нет, и бошка грюхтит ещё... пипец какой-то!!!!",negative,daily_life,complaint,mixed,drunk_post,very_short,random_life_fragment,none,none,light_typos,none,repeated_exclamations,latent_config
"репостю это только потому, что тут мне снова улыбнулись живот и голова одновременно. зачем вы так, я же уже почти взрослый",negative,humor,shitpost,mixed,repost_commentary,very_short,horny_flirty_post,none,none,clean,none,normal,latent_config
"ночью снова ясно понял, что вся эта умная муть про смысл жизни ничего не стоит, когда вокруг одна пустота и люди лепят из себя святых, хотя всем просто похеру друг на друга.",negative,philosophical,reflection,aggressive,late_night_post,single_sentence,random_life_fragment,none,none,clean,light,normal,latent_config
"ну и хернь эта ваша тусовка... звук сливается, зал душный, полчаса ждал а норм ничего так и не началось",negative,short_reaction,reaction,aggressive,messy_emotional,very_short,concert_hype,none,none,light_typos,none,normal,latent_config
"вроде и привыкнуть пора... а не хуя не проходит. молчу, делаю вид что всё нормально, а внутри **зачем я опять в это влез**… люди умеют уходить так тупо, что потом сидишь ночью и ненавидишь себя за то что до сих пор ждёшь",negative,relationships,confession,melancholic,normal_conversational,fragmented_stream,random_life_fragment,none,none,clean,heavy,ellipsis_heavy,latent_config
"Да уже реально достало это лицемерие, вы сначала пишете одно, потом сами же орёте другое. Сказочники.",negative,short_reaction,reaction,aggressive,normal_conversational,very_short,aggressive_comment_war,none,none,clean,none,normal,latent_config
"Наночью сидишь... читаешь твои комменты под чужими фотками... и опять как будто меня тут не было. Забавно, кто-то ещё спорит за тебя, а мне уже просто пусто. Наверное, сама всё добила, но от этого не легче...",negative,relationships,confession,melancholic,late_night_post,multi_sentence,aggressive_comment_war,none,none,clean,none,ellipsis_heavy,latent_config
"Ну да, конечно… очередной «эксперт» в комментах уже всё разрулил...",neutral,short_reaction,joke,neutral,shitpost,single_sentence,aggressive_comment_war,none,none,clean,none,ellipsis_heavy,latent_config
"ну и хуйня опять, просто прочитал и закрыл",neutral,short_reaction,reaction,neutral,messy_emotional,very_short,edgy_teen_post,none,none,clean,heavy,normal,latent_config
"Вынесло нафиг в воспоминания о старом подъезде, дворе и лютой какой-то юности. Всё это было странно, пыльно и живо. Марин можно не і головой сюда опять ",neutral,short_reaction,reaction,neutral,messy_emotional,very_short,nostalgic_memory_post,none,none,clean,heavy,normal,latent_config
"опять включил ту старую песню... и будто сразу обратно в те вечера, когда весь мир держался на плеере и одном припеве... странно, но такие мелодии не отпускают...",neutral,creative,reflection,nostalgic,normal_conversational,poem_like,music_obsession_post,none,none,clean,none,ellipsis_heavy,latent_config
"Любовь — это когда злишься... молчишь... а потом всё равно чай ему греешь, ну капец романтика.",neutral,short_reaction,joke,neutral,internet_slang,single_sentence,relationship_wall_post,none,none,clean,light,ellipsis_heavy,latent_config
"Только что пересмотрел это и будто на секунду опять в тех временах: ночные переписки, музыка из колонок на полной, фотографии совсем без фильтров. Странно, а теплее как-то от этого не стало",neutral,other,discussion,nostalgic,messy_emotional,long_paragraph,repost_with_commentary,none,none,clean,none,normal,latent_config
"Ну да, опять в комментах треш подняли, как обычно — спор ради спора, хватит уже.",neutral,short_reaction,reaction,neutral,normal_conversational,single_sentence,aggressive_comment_war,none,none,light_typos,light,normal,latent_config
"вышел на улицу без мыслей, а потом вдруг словил тот самый плейлист в наушниках и всё — секундами накрыло
темно, мокрый асфальт, жёлтые окна
и почему-то стало спокойно, хотя день был совсем странный",neutral,daily_life,storytelling,mixed,internet_slang,poem_like,music_obsession_post,none,none,clean,none,normal,latent_config
"Сегодня что-то весь день думаю вовсе не о делах :) нужны все такие смелые сообщения или это мне просто не спится. Ладно, промолчу, а то начну писать лишнее...",neutral,other,discussion,neutral,messy_emotional,fragmented_stream,horny_flirty_post,none,light,clean,none,normal,latent_config
"Репостнул способ быстро собрать стол друзей: напиши ""у кого машина?"" и жди тишину, а потом вспомни, что все взрослые лишь по документам. Жизнь будто стендап без микрофона.",neutral,humor,joke,mixed,repost_commentary,long_paragraph,edgy_teen_post,none,none,clean,none,normal,latent_config
"ну да, весна пришла, а сон как был в отпуске так и не вернулся лол",neutral,short_reaction,joke,neutral,internet_slang,single_sentence,sad_night_post,none,none,light_typos,none,normal,latent_config
"Ночь тянется как старая песня в наушниках: вроде давно знаешь слова, а всё равно где-то внутри откликается. Иногда кажется, что многое уходит не зря, просто становится чуть тише и дальше. И от этого почему-то спокойно.",neutral,philosophical,reflection,nostalgic,music_status_core,long_paragraph,sad_night_post,none,none,clean,none,normal,latent_config
"поймал себя на мысли, что кофе уже второй раз остаётся остывать рядом... значит, день снова идёт по расписанию",neutral,short_reaction,joke,neutral,shitpost,single_sentence,random_life_fragment,none,none,clean,none,ellipsis_heavy,latent_config
"опять натыкаюсь на этот трэш в ленте… можно уже без всей этой токсичной х***и, а то просто беру наушники, включаю нормальный трек и сваливаю в музыку. люди странные",neutral,toxicity,rant,neutral,internet_slang,fragmented_stream,music_obsession_post,none,none,clean,light,normal,latent_config
зашёл за хлебом и опять как обычно загрузился этим дурацким мартовским ветром,neutral,short_reaction,reaction,neutral,internet_slang,single_sentence,random_life_fragment,none,none,clean,none,normal,latent_config
"Иногда реально скучаю по тем ночам, когда можно было бухнуть и выплеснуть всю эту токсичную херь в выходной стенке, а потом просто уйти спать под старый плеер ☕",neutral,toxicity,rant,nostalgic,normal_conversational,single_sentence,drunk_existential_post,none,light,clean,light,normal,latent_config
"Уже третий час сижу и жду, пока кто-нибудь наконец вытащит гитару, потому что зал реально ведёт себя как разогрев наоборот: все умеренно рады, но видом будто сейчас будет историческое событие. Посмотрим.",neutral,humor,reaction,mixed,shitpost,long_paragraph,concert_hype,none,none,clean,none,normal,latent_config
"Репостнул одну старую мысль про отношения и снова залип. Когда-то всё казалось проще: сказал, позвонил, дождался ответа — и уже хорошо. Сейчас вспоминаешь больше не сами слова, а как это ощущалось тогда.",neutral,relationships,reflection,nostalgic,normal_conversational,multi_sentence,repost_with_commentary,none,none,clean,none,normal,latent_config
"Иногда идёшь домой и вдруг понимаешь: день уже закончился, а внутри всё ещё что-то не разложено по полкам... 🤍 Вот стоишь под фонарём, смотришь на мокрый асфальт, и кажется — жизнь тоже просто светится случайными кусками. Спокойно так. Почти красиво...",neutral,philosophical,reflection,neutral,dramatic_prose,multi_sentence,random_life_fragment,none,light,clean,none,repeated_exclamations,latent_config
"Снова сижу... и залипаю на эту песню... уже по кругу, без шансов. Честно, бесит даже немного... но выключить не могу. Это странное ощущение, когда музыка как будто и успокаивает, и добивает одновременно...",neutral,discussion,rant,mixed,old_vk_wall_post,multi_sentence,music_obsession_post,none,none,clean,none,ellipsis_heavy,latent_config
"зарепостил запись, потом тупо залип и вспомнил всю эту херню. короче, да — человека пролюбил сам, без вариантов. было и тепло, и нервно, и вечная эта молчанка. ща уже поздно ныть.",neutral,relationships,confession,nostalgic,internet_slang,fragmented_stream,repost_with_commentary,none,none,clean,heavy,normal,latent_config
"С утра опять эта хренова музыка не вылазит из головы, и это уже бесит сильнее чем будильник. Хотел просто спокойно допить кофе, а в итоге сижу, слушаю одно и то же по кругу и понимаю, что день сам куда-то катится недобрым шагом.",neutral,daily_life,complaint,neutral,drunk_post,long_paragraph,music_obsession_post,none,none,clean,light,normal,latent_config
"ночью опять всплыло то время, когда всё казалось проще. странно: вроде давно отболело, а в ленте увидел одну старую фотку и как будто щёлкнуло внутри. китчево, но тепло 🌙",neutral,other,observation,nostalgic,late_night_post,fragmented_stream,edgy_teen_post,none,light,clean,none,normal,latent_config
"Репостнул случайно такой старый пост про то, как держались за руки в мороз у метро. И ведь смешно — вспомнил одну зиму, тёплый шарф, её молчание и мой дурацкий плеер на один наушник. Прошло уже дофигища лет, а ощущение зачем-то живое.",neutral,relationships,storytelling,nostalgic,late_night_post,fragmented_stream,repost_with_commentary,none,none,clean,light,normal,latent_config
ну да... как пайдёт дож́дь — я сразу философ... лол.,neutral,short_reaction,joke,neutral,normal_conversational,very_short,edgy_teen_post,heavy,none,light_typos,none,ellipsis_heavy,latent_config
"ну да, щас еще начнется культате кто умнее. я уже даже спорить ленью страдаю)))",neutral,short_reaction,joke,neutral,messy_emotional,very_short,aggressive_comment_war,none,none,light_typos,none,normal,latent_config
"вчера вел себя как глубокий мыслитель
сегодня придумал только херню
природа, халява и чувство юмора — всё умерло по дороге 😶
кто скажет что я деграднул, того в лес не возьму",neutral,humor,joke,neutral,shitpost,poem_like,aggressive_comment_war,none,light,clean,heavy,normal,latent_config
"Ну ладно, ONI хорошенько так смотрятся",neutral,short_reaction,reaction,neutral,normal_conversational,very_short,horny_flirty_post,light,none,clean,none,normal,latent_config
"весь день как обычно... а вечером всё равно на концерт... посмотрим, вытянет ли он меня из этого дня",neutral,daily_life,observation,mixed,shitpost,very_short,concert_hype,none,none,clean,none,ellipsis_heavy,latent_config
"ну да... нашлось такое... репостнул просто чтобы не потерять, а вообще мысль странная, но что-то в этом есть...",neutral,short_reaction,reaction,neutral,messy_emotional,very_short,repost_with_commentary,none,none,clean,none,ellipsis_heavy,latent_config
"утром думал, что всё понял про эту жизнь... вечером опять молчали на кухне и делали вид, что так надо. смешно уже даже не сильно...",neutral,daily_life,storytelling,mixed,shitpost,very_short,relationship_wall_post,none,none,clean,none,ellipsis_heavy,latent_config
"вспомнил одну музыку и как-то сразу всё по-тихому накрыло. вот же фигня — пара аккордов, а ты уже листаешь старые диалоги, будто ничего не было. странное чувство, наверное просто скучаю не по человеку, а по тому времени",neutral,relationships,reflection,nostalgic,internet_slang,fragmented_stream,music_obsession_post,none,none,clean,light,normal,latent_config
"я: почему опять включаю этот трек?  
она: потому что в нем всё, что не успел сказать
и ведь правда — три минуты, а как будто осень, школа и тупая надежда вернулись назад",neutral,philosophical,reflection,nostalgic,messy_emotional,dialogue_like,music_obsession_post,none,none,light_typos,none,normal,latent_config
"сегодня опять вспомнил, как раньше сериялки не листали до ночи и никто не сыпал этой токсичностью в комментариях. Ластано из окна Петька: ну и зачем тогда вообще заходишь? а я руками развёл — привычка, наверное.",neutral,toxicity,complaint,nostalgic,normal_conversational,dialogue_like,sad_night_post,none,none,clean,none,normal,latent_config
"Наткнулся на старый пост и прям в голову вернуло тот самый 2010-й... А у вас тоже бывает, что одна фотка отдельно тянет за собой столько воспоминаний?",neutral,question,asking,nostalgic,repost_commentary,very_short,repost_with_commentary,none,none,clean,none,normal,latent_config
"Вчера во дворе кто-то включил старую песню... и такой странный потопл мыса, будто снова шестнадцать. — помнишь эту лавку? — помню... блин, всё как было и уже нифига не будет.",neutral,other,discussion,nostalgic,messy_emotional,dialogue_like,random_life_fragment,none,none,clean,light,ellipsis_heavy,latent_config
"и знаешь… до сих пор иногда вспоминаю как ты писала мне ночью… глупо, да. вроде и не люблю уже так, а пальцы всё равно тянутся написать тебе. смешно конечно… но ты наверное единственная кто тогда так важна была",neutral,relationships,confession,nostalgic,messy_emotional,fragmented_stream,horny_flirty_post,none,none,light_typos,light,ellipsis_heavy,latent_config
"ВЕРНУЛСЯ В НОЧЬ И СНОВА СИЖУ ДУМАЮ, ЗАЧЕМ ВСЕ ЭТО. СПАТЬ НЕ ХОЧЕТСЯ ВООБЩЕ, А ДЕЛ невпроворот завтра... странное состояние.",neutral,other,discussion,neutral,late_night_post,multi_sentence,capslock_emotional_breakdown,light,none,clean,none,normal,latent_config
"ну всё, после этого концерта у меня витамин D закончился прямо в коленях 😭🎤🔥 руки до сих пор хлопают отдельно от меня, даже лицо немного в подъеме 🤝😎",neutral,humor,reaction,mixed,shitpost,single_sentence,concert_hype,none,heavy,clean,none,normal,latent_config
"Иногда смотрю на отношения и думаю, как у всех по-разному всё устроено. Кто-то сразу понимает, что это его человек, а кто-то долго ходит кругами и сомневается. Наверное, в этом нет одного правильного ответа.",neutral,discussion,discussion,mixed,normal_conversational,multi_sentence,relationship_wall_post,none,none,clean,none,normal,latent_config
"Нашел старое фото из прошлого лета и понял: режим ожидания у меня тогда уже был пугающе высокий. Накликал себе успеха, видимо.",neutral,short_reaction,joke,neutral,messy_emotional,very_short,nostalgic_memory_post,none,none,clean,none,normal,latent_config
"Народ, а кто уже был на новом концерте снятом в репосте?.. стоит идти или там всё как обычно?",neutral,question,asking,mixed,repost_commentary,single_sentence,concert_hype,none,none,clean,none,ellipsis_heavy,latent_config
"репостнул мем, чтобы не потерять. на случай если это чужая жизнь лучше отрицаявляюсь",neutral,short_reaction,joke,neutral,shitpost,very_short,repost_with_commentary,light,none,clean,none,normal,latent_config
"Иногда смотрю на эту всю отношения и думаю — зачем всё так усложнять... Люди сами себе выдумывают драму, потом делают вид, что ничего такого. Ладно, всем тишины на вечер!!",neutral,discussion,rant,neutral,normal_conversational,multi_sentence,relationship_wall_post,light,none,clean,none,repeated_exclamations,latent_config
"Иногда думаю — зачем мы так упрямо ищем тепло в людях, если потом сами же его прячем?! Ночь, сигарета ... и снова хочется тех самых глаз рядом!!",neutral,philosophical,discussion,neutral,drunk_post,poem_like,horny_flirty_post,none,none,clean,none,repeated_exclamations,latent_config
"вечер такой, будто город сам устал… и ты вместе с ним. маршрутки не едут, чай остывает, мысли тоже какие-то безучастные… вроде ничего страшного, а внутри полный бардак 🙂 ",neutral,daily_life,complaint,neutral,dramatic_prose,long_paragraph,drunk_existential_post,none,light,clean,none,ellipsis_heavy,latent_config
"— Ты помниш, как мы спорили про смысл всего этого? — Ага. Нопрос то прост: время всё равно идёт нахуй, а вот те вечера уже не вернутся. Забавно будто фигня, а внутри пусто.",neutral,philosophical,discussion,nostalgic,drunk_post,dialogue_like,relationship_wall_post,none,none,light_typos,heavy,normal,latent_config
"Иногда ловлю себя на мысли: в тёплой ночи даже случайный взгляд запоминается лучше любых обещаний ✨ странно, но так хочется немного дольше побыть в этом тихом смущении.",neutral,philosophical,reflection,nostalgic,poetic,very_short,horny_flirty_post,none,light,clean,none,normal,latent_config
"ночь, чай и тишина 🌙✨
смешно, как быстро становятся важными вещи, о которых днём даже не вспоминаешь 🫖💭
раньше было больше воздуха… или просто моложе мы были 🙂🍂",neutral,philosophical,discussion,nostalgic,late_night_post,poem_like,random_life_fragment,none,heavy,clean,none,normal,latent_config
"Интересно, дотянется ли это дело до конца или опять зависнет на «посмотрим»…",neutral,short_reaction,reaction,neutral,shitpost,very_short,relationship_wall_post,none,none,clean,none,normal,latent_config
"Это уже третий раз за день, когда я переслушиваю этот трек 🙄 заело нормально так",neutral,short_reaction,reaction,neutral,normal_conversational,very_short,music_obsession_post,none,light,clean,none,normal,latent_config
"Снова весь вечер слушаю одну и ту же песню и непонятно, почему она так цепляет. Хотел уже отвлечься, но в итоге просто сижу и листаю обсуждения разных версий альбома. У кого было так же?",neutral,discussion,rant,neutral,old_vk_wall_post,multi_sentence,music_obsession_post,none,none,clean,none,normal,latent_config
"Опен [исполнитель] снова играет весь вечер, и честно хочется либо промолчать и послушать, либо уже перестать читать весь этот токсичный шум в ленте!!!",neutral,toxicity,reaction,neutral,messy_emotional,single_sentence,music_obsession_post,none,none,clean,none,repeated_exclamations,latent_config
"ну такое, в комментах опять одна мясорубка",neutral,short_reaction,reaction,neutral,internet_slang,single_sentence,aggressive_comment_war,none,none,clean,light,normal,latent_config
"почему-то ночью снова всплыл наш ноябрь… то странное молчание в чате, недосказанность, два кофе остывших на подоконнике. не знаю… просто вспомнилось и всё.",neutral,relationships,confession,nostalgic,late_night_post,fragmented_stream,random_life_fragment,none,none,clean,none,ellipsis_heavy,latent_config
"ну такое, ожидал большего",neutral,short_reaction,reaction,neutral,normal_conversational,single_sentence,edgy_teen_post,none,none,clean,none,normal,latent_config
"Сидел сегодня и вспомнил старые обсуждения на VK — вот раньше за пост из-за другой точки зрения могли устроить целую войну в комментариях. Причем все были уверены, что правы Nahh... или кажется мне одному? Интересно, у кого как это запомнилось.",neutral,discussion,discussion,nostalgic,old_vk_wall_post,multi_sentence,aggressive_comment_war,light,none,clean,none,normal,latent_config
"ахаха ну да канеш, спорите тут как будто за интернет платят по тревоге",neutral,short_reaction,joke,neutral,internet_slang,single_sentence,aggressive_comment_war,light,none,light_typos,none,normal,latent_config
"Репостнул у знакомого про наш вот вечный питерский дождь — как будто в аквариуме живём, только зонтик всё равно дома забываешь.",neutral,daily_life,observation,neutral,normal_conversational,single_sentence,repost_with_commentary,none,none,light_typos,none,normal,latent_config
"чисто briefly developed plusковый протест против лівой стороны хлеба на кухне, ладно.",neutral,short_reaction,joke,neutral,shitpost,single_sentence,capslock_emotional_breakdown,none,none,clean,none,normal,latent_config
"такой вот вечер вышел... допил чай, сел у окна... город мокрый и тихий, а на душе что-то важное этак проимерлось. просто посидел и промолчал с домом.",neutral,daily_life,storytelling,mixed,dramatic_prose,very_short,sad_night_post,none,none,light_typos,none,ellipsis_heavy,latent_config
"Перепостнул, потому что как-то точно про будни: вроде день обычный, а к вечеру уже хочется просто тишины и чая.",neutral,daily_life,observation,neutral,old_vk_wall_post,very_short,repost_with_commentary,none,none,clean,none,normal,latent_config
"ну всё, в треде уже не спорят а дерутся комментами ладно смешно конечно но кто ещё увидел этот театр",neutral,short_reaction,joke,neutral,messy_emotional,single_sentence,aggressive_comment_war,none,none,clean,none,normal,latent_config
"— опять дождь...
— а мне похуй, уже третий чай остыл, кошка дремлет на халяву, окна липкие...
выйти бы из этой хуеты и просто постоять молча у подъезда, да лень...",neutral,daily_life,observation,mixed,dramatic_prose,dialogue_like,random_life_fragment,none,none,clean,heavy,ellipsis_heavy,latent_config
